0 0
4.94975 4.94975
9.89811 9.89713
14.8451 14.8421
19.7907 19.7848
24.7349 24.7251
29.6777 29.663
34.6192 34.5986
39.5592 39.5318
44.4979 44.4626
49.4352 49.3911
54.3711 54.3172
59.3057 59.241
64.2389 64.1624
69.1707 69.0815
74.1011 73.9982
79.0302 78.9126
83.9578 83.8246
88.8841 88.7343
93.8091 93.6416
98.7327 98.5466
103.655 103.449
108.576 108.35
113.495 113.247
118.413 118.143
123.33 123.036
128.245 127.927
133.159 132.816
138.072 137.702
142.983 142.586
147.893 147.468
152.802 152.347
157.709 157.224
162.615 162.098
167.519 166.971
172.422 171.841
177.324 176.708
182.225 181.573
187.124 186.436
192.021 191.297
196.918 196.155
201.813 201.011
206.706 205.865
211.599 210.716
216.49 215.565
221.379 220.412
226.268 225.256
231.155 230.099
236.04 234.938
240.924 239.776
245.807 244.611
250.689 249.444
255.569 254.274
260.448 259.102
265.325 263.928
270.202 268.752
275.077 273.573
279.95 278.392
284.822 283.209
289.693 288.023
294.563 292.835
299.431 297.645
304.298 302.453
309.163 307.258
314.027 312.061
318.89 316.861
323.752 321.66
328.612 326.456
333.471 331.25
338.328 336.041
343.185 340.83
348.039 345.617
352.893 350.402
357.745 355.184
362.596 359.964
367.446 364.742
372.294 369.517
377.141 374.29
381.987 379.061
386.831 383.83
391.674 388.596
396.516 393.36
401.356 398.122
406.195 402.881
411.033 407.639
415.869 412.394
420.704 417.146
425.538 421.897
430.371 426.645
435.202 431.391
440.032 436.134
444.86 440.876
449.688 445.615
454.514 450.352
459.338 455.086
464.162 459.819
468.984 464.549
473.804 469.276
478.624 474.002
483.442 478.725
488.259 483.446
493.074 488.165
497.889 492.881
502.702 497.596
507.513 502.308
512.324 507.017
517.133 511.725
521.94 516.43
526.747 521.133
531.552 525.834
536.356 530.532
541.158 535.229
545.96 539.923
550.76 544.614
555.558 549.304
560.356 553.991
565.152 558.676
569.947 563.359
574.741 568.04
579.533 572.718
584.324 577.394
589.114 582.068
593.902 586.74
598.689 591.409
603.475 596.076
608.26 600.741
613.043 605.404
617.825 610.065
622.606 614.723
627.385 619.379
632.163 624.033
636.94 628.684
641.716 633.334
646.49 637.981
651.264 642.626
656.035 647.269
660.806 651.909
665.575 656.548
670.343 661.184
675.11 665.817
679.876 670.449
684.64 675.079
689.403 679.706
694.165 684.331
698.925 688.954
703.684 693.574
708.442 698.193
713.199 702.809
717.954 707.423
722.708 712.035
727.461 716.644
732.213 721.252
736.963 725.857
741.712 730.46
746.46 735.061
751.207 739.659
755.952 744.256
760.696 748.85
765.439 753.442
770.18 758.032
774.921 762.619
779.66 767.205
784.398 771.788
789.134 776.369
793.869 780.948
798.604 785.524
803.336 790.099
808.068 794.671
812.798 799.241
817.527 803.809
822.255 808.375
826.982 812.938
831.707 817.5
836.431 822.059
841.154 826.616
845.876 831.171
850.596 835.724
855.315 840.274
860.033 844.822
864.75 849.368
869.465 853.912
874.18 858.454
878.893 862.994
883.604 867.531
888.315 872.067
893.024 876.6
897.732 881.131
902.439 885.66
907.145 890.186
911.849 894.711
916.552 899.233
921.254 903.753
925.955 908.271
930.654 912.787
935.352 917.301
940.049 921.812
944.745 926.321
949.44 930.829
954.133 935.334
958.825 939.837
963.516 944.337
968.206 948.836
972.894 953.332
977.582 957.827
982.268 962.319
986.952 966.809
991.636 971.297
996.318 975.782
1001 980.266
1005.68 984.747
1010.36 989.227
1015.04 993.704
1019.71 998.179
1024.39 1002.65
1029.06 1007.12
1033.73 1011.59
1038.41 1016.06
1043.08 1020.52
1047.74 1024.98
1052.41 1029.44
1057.08 1033.9
1061.74 1038.36
1066.41 1042.81
1071.07 1047.26
1075.73 1051.71
1080.39 1056.16
1085.05 1060.6
1089.71 1065.05
1094.37 1069.49
1099.02 1073.93
1103.68 1078.36
1108.33 1082.8
1112.98 1087.23
1117.64 1091.66
1122.29 1096.09
1126.93 1100.51
1131.58 1104.94
1136.23 1109.36
1140.87 1113.78
1145.52 1118.2
1150.16 1122.61
1154.8 1127.03
1159.44 1131.44
1164.08 1135.85
1168.72 1140.25
1173.36 1144.66
1177.99 1149.06
1182.63 1153.46
1187.26 1157.86
1191.89 1162.26
1196.52 1166.65
1201.15 1171.04
1205.78 1175.43
1210.41 1179.82
1215.03 1184.21
1219.66 1188.59
1224.28 1192.97
1228.9 1197.35
1233.53 1201.73
1238.15 1206.11
1242.76 1210.48
1247.38 1214.85
1252 1219.22
1256.61 1223.59
1261.23 1227.95
1265.84 1232.32
1270.45 1236.68
1275.07 1241.03
1279.67 1245.39
1284.28 1249.75
1288.89 1254.1
1293.5 1258.45
1298.1 1262.8
1302.71 1267.14
1307.31 1271.49
1311.91 1275.83
1316.51 1280.17
1321.11 1284.51
1325.71 1288.84
1330.3 1293.18
1334.9 1297.51
1339.49 1301.84
1344.09 1306.17
1348.68 1310.49
1353.27 1314.81
1357.86 1319.14
1362.45 1323.46
1367.04 1327.77
1371.62 1332.09
1376.21 1336.4
1380.79 1340.71
1385.38 1345.02
1389.96 1349.33
1394.54 1353.63
1399.12 1357.93
1403.7 1362.24
1408.27 1366.53
1412.85 1370.83
1417.42 1375.12
1422 1379.42
1426.57 1383.71
1431.14 1388
1435.71 1392.28
1440.28 1396.57
1444.85 1400.85
1449.42 1405.13
1453.98 1409.41
1458.55 1413.68
